component_id,lot_id,device_family,package_type,part_number,test_type,test_id,procedure_id,station_id,chamber_id,test_identity_confidence,stress_temperature_c,stress_voltage_v,duration_hours,primary_parameter,parameter_category,unit,value_0h,value_24h,value_96h,value_168h_actual,delta_value_0_24h,ICC_active_mA,input_leakage_nA,propagation_delay_ns,v_offset_0h,v_offset_24h,snr_0h,snr_24h,iddq_0h,iddq_24h,iddq_96h_actual,iddq_168h_actual,delta_iddq,spec_max_iddq,is_defective_gt,failure_mode_gt,instrument_status,wafer_x,wafer_y,scale_factor_error_ppm,noise_density_dps_rtHz,supply_current_mA,temperature_sensitivity_dps_C,DSNU_DN,hot_pixel_count,dark_signal_mean_DN
DIG_LOT10_COMP0000,LOT_10,DIGITAL_IC,CQFP-64,DIG-SIH-2026,THERMAL_BURN_IN,T10_0000,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,IDDQ,ELECTRICAL,uA,1.6554,1287.4542,1287.5925,1287.6514,1285.7988,23.985,2.1856,12.158,-0.013,0.0299,33.23,33.78,1.6554,1287.4542,1287.5925,1287.6514,1285.7988,50.0,False,NOMINAL,HEALTHY,-22.59,26.21,,,,,,,
DIG_LOT10_COMP0001,LOT_10,DIGITAL_IC,CQFP-64,DIG-SIH-2026,THERMAL_BURN_IN,T10_0001,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,IDDQ,ELECTRICAL,uA,1.0615,817.0593,817.153,817.2041,815.9978,25.643,2.2113,12.019,-0.0004,-0.0019,37.26,37.33,1.0615,817.0593,817.153,817.2041,815.9978,50.0,False,NOMINAL,HEALTHY,-5.35,-36.09,,,,,,,
DIG_LOT10_COMP0002,LOT_10,DIGITAL_IC,CQFP-64,DIG-SIH-2026,THERMAL_BURN_IN,T10_0002,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,IDDQ,ELECTRICAL,uA,1.3442,1040.2389,1040.3223,1040.3131,1038.8947,24.104,2.3236,12.382,-0.0154,0.0081,33.05,33.62,1.3442,1040.2389,1040.3223,1040.3131,1038.8947,50.0,False,NOMINAL,HEALTHY,1.36,-13.78,,,,,,,
DIG_LOT10_COMP0003,LOT_10,DIGITAL_IC,CQFP-64,DIG-SIH-2026,THERMAL_BURN_IN,T10_0003,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,IDDQ,ELECTRICAL,uA,1.5324,1186.4165,1186.5216,1186.6045,1184.8841,22.568,1.6584,11.349,-0.0037,-0.0824,35.76,34.96,1.5324,1186.4165,1186.5216,1186.6045,1184.8841,50.0,False,NOMINAL,HEALTHY,13.53,-28.15,,,,,,,
DIG_LOT10_COMP0004,LOT_10,DIGITAL_IC,CQFP-64,DIG-SIH-2026,THERMAL_BURN_IN,T10_0004,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,IDDQ,ELECTRICAL,uA,1.5181,1180.0045,1180.0582,1180.1319,1178.4864,24.944,1.7852,12.96,0.029,0.0012,34.22,34.07,1.5181,1180.0045,1180.0582,1180.1319,1178.4864,50.0,False,NOMINAL,HEALTHY,1.98,16.67,,,,,,,
DIG_LOT10_COMP0005,LOT_10,DIGITAL_IC,CQFP-64,DIG-SIH-2026,THERMAL_BURN_IN,T10_0005,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,IDDQ,ELECTRICAL,uA,1.5717,1218.2858,1218.3807,1218.4417,1216.7141,25.471,2.0277,12.082,-0.0056,0.0699,37.26,37.49,1.5717,1218.2858,1218.3807,1218.4417,1216.7141,50.0,False,NOMINAL,HEALTHY,5.58,-16.86,,,,,,,
DIG_LOT10_COMP0006,LOT_10,DIGITAL_IC,CQFP-64,DIG-SIH-2026,THERMAL_BURN_IN,T10_0006,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,IDDQ,ELECTRICAL,uA,1.3764,1056.0605,1056.1544,1056.1895,1054.6841,25.164,1.854,12.389,-0.0034,-0.0726,34.38,34.39,1.3764,1056.0605,1056.1544,1056.1895,1054.6841,50.0,False,NOMINAL,HEALTHY,-31.8,-3.66,,,,,,,
DIG_LOT10_COMP0007,LOT_10,DIGITAL_IC,CQFP-64,DIG-SIH-2026,THERMAL_BURN_IN,T10_0007,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,IDDQ,ELECTRICAL,uA,1.2797,993.4848,993.5571,993.6154,992.2051,23.678,1.7906,13.518,0.0246,-0.0133,35.09,35.46,1.2797,993.4848,993.5571,993.6154,992.2051,50.0,False,NOMINAL,HEALTHY,49.16,48.74,,,,,,,
DIG_LOT10_COMP0008,LOT_10,DIGITAL_IC,CQFP-64,DIG-SIH-2026,THERMAL_BURN_IN,T10_0008,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,IDDQ,ELECTRICAL,uA,1.454,1124.3703,1124.4504,1124.4967,1122.9163,23.707,2.1728,13.263,0.0101,-0.0019,35.48,36.22,1.454,1124.3703,1124.4504,1124.4967,1122.9163,50.0,False,NOMINAL,HEALTHY,7.52,-44.96,,,,,,,
DIG_LOT10_COMP0009,LOT_10,DIGITAL_IC,CQFP-64,DIG-SIH-2026,THERMAL_BURN_IN,T10_0009,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,IDDQ,ELECTRICAL,uA,1.3399,1033.8058,1033.9334,1033.9196,1032.4659,27.046,1.8247,12.541,-0.0405,-0.049,35.61,35.77,1.3399,1033.8058,1033.9334,1033.9196,1032.4659,50.0,False,NOMINAL,HEALTHY,-22.17,-49.16,,,,,,,
