component_id,lot_id,device_family,package_type,part_number,test_type,test_id,procedure_id,station_id,chamber_id,test_identity_confidence,stress_temperature_c,stress_voltage_v,duration_hours,primary_parameter,parameter_category,unit,value_0h,value_24h,value_96h,value_168h_actual,delta_value_0_24h,ICC_active_mA,input_leakage_nA,propagation_delay_ns,v_offset_0h,v_offset_24h,snr_0h,snr_24h,iddq_0h,iddq_24h,iddq_96h_actual,iddq_168h_actual,delta_iddq,spec_max_iddq,is_defective_gt,failure_mode_gt,instrument_status,wafer_x,wafer_y,scale_factor_error_ppm,noise_density_dps_rtHz,supply_current_mA,temperature_sensitivity_dps_C,DSNU_DN,hot_pixel_count,dark_signal_mean_DN
DIG_LOT08_COMP0000,LOT_08,DIGITAL_IC,CQFP-64,DIG-SIH-2026,THERMAL_BURN_IN,T08_0000,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,IDDQ,ELECTRICAL,uA,1.2569,952.7372,952.7861,952.8121,951.4803,24.851,1.8859,12.1,0.0084,-0.0126,33.47,33.59,1.2569,952.7372,952.7861,952.8121,951.4803,50.0,False,NOMINAL,HEALTHY,-41.71,25.83,,,,,,,
DIG_LOT08_COMP0001,LOT_08,DIGITAL_IC,CQFP-64,DIG-SIH-2026,THERMAL_BURN_IN,T08_0001,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,IDDQ,ELECTRICAL,uA,1.3099,1019.1157,1019.1871,1019.2666,1017.8058,25.242,2.0871,12.719,-0.0051,-0.0206,34.69,34.77,1.3099,1019.1157,1019.1871,1019.2666,1017.8058,50.0,False,NOMINAL,HEALTHY,28.73,43.69,,,,,,,
DIG_LOT08_COMP0002,LOT_08,DIGITAL_IC,CQFP-64,DIG-SIH-2026,THERMAL_BURN_IN,T08_0002,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,IDDQ,ELECTRICAL,uA,1.0689,835.8579,835.9157,836.022,834.789,26.399,2.2189,11.882,-0.0088,0.049,36.33,35.59,1.0689,835.8579,835.9157,836.022,834.789,50.0,False,NOMINAL,HEALTHY,-36.44,35.69,,,,,,,
DIG_LOT08_COMP0003,LOT_08,DIGITAL_IC,CQFP-64,DIG-SIH-2026,THERMAL_BURN_IN,T08_0003,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,IDDQ,ELECTRICAL,uA,0.985,746.593,746.6458,746.7175,745.608,24.407,2.123,12.344,0.0165,-0.0408,35.62,35.54,0.985,746.593,746.6458,746.7175,745.608,50.0,False,NOMINAL,HEALTHY,42.41,39.15,,,,,,,
DIG_LOT08_COMP0004,LOT_08,DIGITAL_IC,CQFP-64,DIG-SIH-2026,THERMAL_BURN_IN,T08_0004,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,IDDQ,ELECTRICAL,uA,0.9643,737.9056,737.9535,737.9808,736.9413,23.949,1.9129,11.651,-0.0109,0.0158,33.97,33.81,0.9643,737.9056,737.9535,737.9808,736.9413,50.0,False,NOMINAL,HEALTHY,2.06,40.34,,,,,,,
DIG_LOT08_COMP0005,LOT_08,DIGITAL_IC,CQFP-64,DIG-SIH-2026,THERMAL_BURN_IN,T08_0005,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,IDDQ,ELECTRICAL,uA,1.0508,824.5094,824.5538,824.5883,823.4586,24.595,2.0093,14.617,-0.043,0.1041,33.68,33.94,1.0508,824.5094,824.5538,824.5883,823.4586,50.0,False,NOMINAL,HEALTHY,-1.55,11.28,,,,,,,
DIG_LOT08_COMP0006,LOT_08,DIGITAL_IC,CQFP-64,DIG-SIH-2026,THERMAL_BURN_IN,T08_0006,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,IDDQ,ELECTRICAL,uA,1.031,813.3761,813.4696,813.4911,812.3451,24.381,2.2316,12.951,-0.0083,-0.0631,37.35,36.71,1.031,813.3761,813.4696,813.4911,812.3451,50.0,False,NOMINAL,HEALTHY,9.46,-19.53,,,,,,,
DIG_LOT08_COMP0007,LOT_08,DIGITAL_IC,CQFP-64,DIG-SIH-2026,THERMAL_BURN_IN,T08_0007,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,IDDQ,ELECTRICAL,uA,1.3425,1024.8806,1024.9752,1025.0623,1023.5381,23.315,1.7504,12.449,0.0224,0.0713,33.94,34.29,1.3425,1024.8806,1024.9752,1025.0623,1023.5381,50.0,False,NOMINAL,HEALTHY,-17.47,-41.97,,,,,,,
DIG_LOT08_COMP0008,LOT_08,DIGITAL_IC,CQFP-64,DIG-SIH-2026,THERMAL_BURN_IN,T08_0008,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,IDDQ,ELECTRICAL,uA,1.0287,798.0313,798.0969,798.1477,797.0026,26.618,2.168,12.669,-0.0129,-0.0207,34.23,34.32,1.0287,798.0313,798.0969,798.1477,797.0026,50.0,False,NOMINAL,HEALTHY,-40.62,46.98,,,,,,,
DIG_LOT08_COMP0009,LOT_08,DIGITAL_IC,CQFP-64,DIG-SIH-2026,THERMAL_BURN_IN,T08_0009,PROC-ISRO-IISU-01,ATE-STATION-01,CHAMBER-01,1.0,125.0,5.0,168,IDDQ,ELECTRICAL,uA,0.9547,747.1579,747.2327,747.2535,746.2032,21.999,2.3416,12.278,0.0361,0.1038,32.87,33.57,0.9547,747.1579,747.2327,747.2535,746.2032,50.0,False,NOMINAL,HEALTHY,29.34,7.59,,,,,,,
